3640,3640,3640,3640,3640,3647,3640,3640,3641,3640,3641,3647,3640,3641,3640,3640,3641,3640,3641,-1,-1,-1,-1,-1,-1,-1,-1,-1
3812,3812,3647,3812,3812,3819,3812,3812,3647,3812,3813,3819,3812,3647,3812,3812,3813,3647,3813,-1,-1,-1,-1,-1,-1,-1,-1,-1
3984,3984,3819,3984,3984,3984,3984,3984,3819,3984,3985,3991,3984,3819,3984,3984,3985,3819,3985,-1,-1,-1,-1,-1,-1,-1,-1,-1
5525,5526,5527,5528,5529,5530,5525,5526,5527,5528,5529,5530,5525,5526,5527,5528,5529,5530,5525,-1,-1,-1,-1,-1,-1,-1,-1,-1
5697,5698,5699,5700,5701,5702,5697,5698,5699,5700,5701,5702,5697,5698,5699,5700,5701,5702,5697,-1,-1,-1,-1,-1,-1,-1,-1,-1
6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6042,6043,6044,6045,-1,-1,-1,-1,-1,-1,-1,-1,3120
6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6214,6215,6216,6217,-1,-1,-1,5015,5015,5015,-1,-1,-1
6557,6558,6559,6560,6561,6562,6557,6558,6559,6560,6561,6562,6557,6558,6559,6560,6561,6562,6557,5015,5015,5015,5015,5015,5015,-1,-1,-1
6729,6730,6731,6732,6733,6734,6729,6730,6731,6732,6733,6734,6729,6730,6731,6732,6733,6734,6729,5015,5015,5015,5015,5015,5015,-1,-1,-1
7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,-1,5015,5015,-1,-1,-1,-1,-1,-1
3647,3812,3812,3812,3812,3812,3812,3812,3647,3812,3812,3812,3812,3812,3812,3812,3812,3647,3812,-1,-1,-1,-1,-1,-1,-1,-1,-1
3819,3812,3647,3812,3812,3647,3812,3812,3819,3812,3812,3812,3812,3647,3812,3812,3812,3819,3812,-1,-1,-1,-1,-1,-1,-1,-1,-1
3812,3812,3819,3812,3812,3819,3812,3812,3812,3812,3812,3812,3812,3819,3812,3812,3812,3812,3812,-1,-1,-1,-1,-1,-1,-1,-1,-1
7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,7084,-1,-1,-1,-1,-1,-1,-1,-1,-1
8673,8674,8675,8676,8677,8678,8673,8674,8675,8676,8677,8678,8673,8674,8675,8676,8677,8678,8673,9213,9213,9213,9213,9213,-1,-1,-1,-1
8845,8846,8847,8848,8849,8850,8845,8846,8847,8848,8849,8850,8845,8846,8847,8848,8849,8850,8845,9213,9213,9213,9213,9213,-1,-1,-1,-1
9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9188,9189,9190,9191,9192,9193,-1,-1,-1,-1,-1,-1,-1,-1,-1
9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9360,9361,9362,9363,9364,9365,-1,-1,-1,-1,-1,-1,-1,-1,-1
9681,9682,9683,9684,9685,9686,9681,9682,9683,9684,9685,9686,9687,9682,9683,9684,9685,9686,9687,-1,-1,-1,-1,-1,-1,-1,-1,-1
9853,9854,9855,9856,9857,9858,9853,9854,9855,9856,9857,9858,9859,9854,9855,9856,9857,9858,9859,-1,-1,-1,-1,-1,-1,-1,-1,-1
7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,7426,-1,-1,-1,-1,-1,-1,-1,-1,-1
5525,5526,5527,5528,5529,5530,5525,5526,5527,5528,5529,5530,5525,5525,5526,5527,5528,5529,5530,-1,-1,-1,-1,-1,-1,-1,-1,-1
5697,5698,5699,5700,5701,5702,5697,5698,5699,5700,5701,5702,5697,5697,5698,5699,5700,5701,5702,-1,-1,-1,-1,-1,-1,-1,-1,-1
6042,6043,6044,6045,6046,6047,6042,6043,6044,6045,6046,6047,6042,6043,6044,6045,6046,6047,6047,-1,-1,-1,-1,-1,-1,-1,-1,-1
6214,6215,6216,6217,6218,6219,6214,6215,6216,6217,6218,6219,6214,6215,6216,6217,6218,6219,6219,-1,-1,-1,-1,-1,-1,-1,-1,-1
6557,6558,6559,6560,6561,6562,6557,6558,6559,6560,6561,6562,6557,6558,6559,6560,6561,6562,6563,-1,-1,-1,-1,-1,-1,-1,-1,-1
6729,6730,6731,6732,6733,6734,6729,6730,6731,6732,6733,6734,6729,6730,6731,6732,6733,6734,6735,-1,-1,-1,-1,-1,-1,-1,-1,-1
7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,-1,-1,-1,-1,-1,-1,-1,-1,-1
7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,-1,-1,-1,-1,-1,-1,-1,-1,-1
7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,7271,-1,-1,-1,-1,-1,-1,-1,-1,-1
10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,-1,-1,-1,-1,-1,-1,-1,-1,-1
10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,10538,-1,-1,-1,-1,-1,-1,-1,-1,-1
